id,proponente_id,projeto,setor,macrosetor,impacto-esperado,status,alcance geográfico,público-alvo
700,700,Innovate4Good: Inovação para o Bem,Tecnologia,Tecnologia e Inovação,"Social, Econômico",Em andamento,Nacional,Consumidores e Empresas
701,701,EcoTransit Systems,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,Consumidores e Empresas
702,702,Solstice Solace (Consolo do Solstício),Cultura,Arte e Cultura,"Cultural, Social",Em andamento,Nacional,"Consumidores, Empresas e Governo"
703,703,EcoRide Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em planejamento,Nacional,Funcionários e Empresas
704,704,Desafio de Vida Sustentável: Campanha de Estilo de Vida Sustentável,Sustentabilidade,Sustentabilidade,"Social, Ambiental",Em andamento,Nacional,Empresas
705,705,Programa de Diversidade e Inclusão,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Local,Funcionários
706,706,Quem Inova?,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Nacional,"Consumidores, Empresas e Governo"
707,707,Pilar da Prosperidade,Economia,Economia e Finanças,Econômico,Em andamento,Local,Funcionários e Empresas
708,708,HarmonizaHumanidade,Saúde Mental,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários
709,709,Projeto Azul: Conservação da Água em Práticas Agrícolas,Agricultura,Agricultura e Alimentação,Ambiental,Em andamento,Local,Empresas
710,710,Semente do Futuro,Educação,Educação,"Social, Ambiental",Em planejamento,Local,Consumidores
711,711,Montagne Mystique (Montanha Mística),Turismo,Turismo e Lazer,"Cultural, Ambiental",Em andamento,Local,Consumidores
712,712,Negra Rosa,Negócios,Desenvolvimento Econômico e Empresarial,"Econômico, Social",Em andamento,Local,Funcionários
713,713,InovaçãoCultural,Cultura,Arte e Cultura,Social,Em planejamento,Local,Funcionários e Empresas
714,714,Palais du Progrès (Palácio do Progresso),Educação,Educação,"Social, Científico",Em planejamento,Local,População
715,715,CleanEnergy Innovations,Inovações em Energia Limpa,Energia e Recursos,"Ambiental, Econômico",Em andamento,Local,Consumidores
716,716,HealthTech Ventures,Tecnologia na Saúde,Tecnologia e Saúde,"Econômico, Científico",Em andamento,Nacional,Funcionários
717,717,Programa Avance,Educação,Educação,Social,Em andamento,Local,"Consumidores, Empresas e Governo"
718,718,LinguísticaLavanda,Linguística,Educação,Científico,Em planejamento,Nacional,"Consumidores, Empresas e Governo"
719,719,Campanha de Sensibilização para a Redução do Uso de Plásticos em Praias,Meio Ambiente,Meio Ambiente,Ambiental,Em planejamento,Local,Funcionários
720,720,Iniciativa de Acessibilidade em Espaços Públicos,Acessibilidade Urbana,Desenvolvimento Urbano e Infraestrutura,"Social, Ambiental",Em planejamento,Local,Funcionários
721,721,AcciónSostenible,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Local,Funcionários e Empresas
722,722,Janela para o Mundo,Educação Internacional,Educação,Social,Em andamento,Local,População
723,723,EducaVida,Educação,Educação,Social,Em andamento,Local,Consumidores
724,724,FutureCommute Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,Funcionários
725,725,Noble Nécessité (Necessidade Nobre),Social,Serviços Sociais,"Social, Econômico",Em andamento,Local,Funcionários e Empresas
726,726,Iniciativa Força Jovem,Desenvolvimento Juvenil,Educação,Social,Em andamento,Local,Funcionários e Empresas
727,727,SínteseSáfira,Química,Ciência e Pesquisa,Científico,Em planejamento,Local,Consumidores e Empresas
728,728,DE&I na Vitacon,Social,Serviços Sociais,Social,Em planejamento,Local,Funcionários
729,729,Vida Ativa,Saúde,Saúde e Bem-estar,Social,Em andamento,Nacional,Consumidores
730,730,Projeto Cooperação e Aprendizado,Educação,Educação,Econômico,Em andamento,Local,Consumidores
731,731,JogoJaspe,Desenvolvimento de Jogos,Tecnologia e Dados,Econômico,Em andamento,Local,Funcionários e Empresas
732,732,InnovaCambio,Educação,Educação,Econômico,Em andamento,Nacional,"Consumidores, Empresas e Governo"
733,733,Zenith Zephyr (Zênite Zéfiro),Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,Consumidores e Empresas
734,734,Tech4All: Tecnologia para Todos,Tecnologia,Tecnologia e Inovação,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo"
735,735,Programa de Astronomia Observacional,Astronomia,Ciência e Pesquisa,Científico,Em andamento,Local,Empresas
736,736,Inovação Pessoal,Educação,Educação,Econômico,Em andamento,Local,Funcionários
737,737,ConexiónBienestar,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Funcionários e Empresas
738,738,Psicologia Cognitiva Aplicada,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Consumidores e Empresas
739,739,VelocityVoyage,TI,Tecnologia e Informação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo"
740,740,FAUNA (Formação e Ações Unificadas para a Natureza e Animais),Ambiental,Meio Ambiente,"Ambiental, Social",Em andamento,Local,Empresas
741,741,Diálogo Dinâmico,Educação,Educação,"Social, Cultural",Em planejamento,Local,Empresas
742,742,EcoFriendly Commute,Transporte Sustentável,Sustentabilidade,"Ambiental, Econômico",Em planejamento,Local,"Consumidores, Empresas e Governo"
743,743,SaludMental+,Saúde,Saúde e Bem-estar,Social,Em planejamento,Nacional,Funcionários e Empresas
744,744,TechBridge: Promoção da Alfabetização Digital em Comunidades Carentes,"Educação, Tecnologia",Educação,Social,Em andamento,Local,"Consumidores, Empresas e Governo"
745,745,Âncora da Estabilidade,Economia,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários
746,746,Júpiter Jurídico,Jurídico,Direito e Governança,"Social, Legal",Em planejamento,Nacional,Consumidores
747,747,Programa de Capacitação em Artesanato para Mulheres Chefes de Família,Educação,Educação,"Social, Econômico",Em planejamento,Local,População
748,748,FórumFuturista,Científico,Ciência e Pesquisa,"Científico, Cultural",Em andamento,Nacional,Consumidores e Empresas
749,749,InnovaTalento,Educação,Educação,Econômico,Em planejamento,Local,"Consumidores, Empresas e Governo"
750,750,ÓrbitaOpala,Astronomia,Ciência e Pesquisa,Científico,Em andamento,Local,Empresas
751,751,TecidoTecnológico,TI,Tecnologia e Informação,"Econômico, Científico",Em andamento,Local,Consumidores e Empresas
752,752,Aprendizado Profundo,Inteligência Artificial,Tecnologia e Dados,Científico,Em andamento,Nacional,Consumidores e Empresas
753,753,Programa de Educação Financeira em Escolas de Baixa Renda,Educação Financeira,Educação,Social,Em planejamento,Local,População
754,754,Iniciativa de Bioengenharia de Tecidos,Bioengenharia,Engenharia,Científico,Em andamento,Nacional,Empresas
755,755,NutriNature,Saúde,Saúde e Bem-estar,"Social, Ambiental",Em andamento,Nacional,Funcionários
756,756,DELTA (Desenvolvimento e Educação Local por Tecnologia e Apoio),Educação,Educação,"Econômico, Social",Em andamento,Local,Funcionários
757,757,Desenvolvimento de Tecnologia para Monitoramento de Poluição do Ar,"Tecnologia, Meio Ambiente",Tecnologia e Inovação,Ambiental,Em planejamento,Nacional,"Consumidores, Empresas e Governo"
758,758,Motivate,Educação,Educação,Social,Em andamento,Local,Funcionários
759,759,Como Fazemos a Diferença?,Filantropia,Serviços Sociais,Social,Em andamento,Local,Funcionários e Empresas
760,760,Iniciativa de Biologia Molecular Avançada,Biologia Molecular,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários
761,761,Desenvolvimento Sustentável,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,Funcionários e Empresas
762,762,Iniciativa de Igualdade na HP,Social,Serviços Sociais,Social,Em andamento,Nacional,População
763,763,Spark,Inovação,Empreendedorismo e Inovação,"Econômico, Científico",Em andamento,Nacional,Funcionários
764,764,CriaçãoTech,Tecnologia e Design,Tecnologia e Inovação,"Econômico, Científico",Em planejamento,Nacional,Empresas
765,765,VENTO (Vigilância Ecológica e Novas Tecnologias Organizadas),Ambiental,Meio Ambiente,"Ambiental, Econômico",Em planejamento,Local,Consumidores
766,766,Gaia Galleria (Galeria Gaia),Cultura,Arte e Cultura,"Cultural, Ambiental",Em planejamento,Local,Empresas
767,767,EducaCrecimiento,Educação,Educação,Econômico,Em planejamento,Local,"Consumidores, Empresas e Governo"
768,768,Âncora do Futuro,Sustentabilidade,Sustentabilidade,"Social, Ambiental, Econômico",Em planejamento,Local,População
769,769,EcoPulse,Tecnologia Ambiental,Tecnologia e Meio Ambiente,"Ambiental, Econômico",Em andamento,Local,Consumidores
770,770,HojeMelhor,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,População
771,771,Apoio à Produção de Alimentos Orgânicos em Pequenas Propriedades,Agricultura,Agricultura e Alimentação,"Ambiental, Social",Em andamento,Local,Consumidores e Empresas
772,772,CuidaCidades,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Ambiental",Em andamento,Nacional,Consumidores e Empresas
773,773,Cidades Verdes: Integração de IoT para Desenvolvimento Sustentável,"Tecnologia, Meio Ambiente",Tecnologia e Inovação,"Ambiental, Econômico",Em planejamento,Nacional,Consumidores e Empresas
774,774,SINAL (Sistema Inovador de Navegação e Apoio Local),Tecnologia,Tecnologia e Inovação,"Econômico, Social",Em planejamento,Nacional,Funcionários
775,775,HidroHolograma,Hidrologia,Meio Ambiente,"Ambiental, Científico",Em andamento,Nacional,Consumidores e Empresas
776,776,Programa de Educação Ambiental em Escolas,Educação,Educação,"Ambiental, Social",Em andamento,Local,Funcionários
777,777,ConstróiSaúde,Infraestrutura de Saúde,Saúde e Infraestrutura,Social,Em andamento,Local,Consumidores e Empresas
778,778,Balão de Possibilidades,Desenvolvimento Pessoal,Educação,Social,Em andamento,Local,Consumidores e Empresas
779,779,DesarrolloTalento+,Educação,Educação,Econômico,Em andamento,Nacional,Funcionários
780,780,Xereta da Xerazade,Educação,Educação,Social,Em andamento,Local,Funcionários e Empresas
781,781,Iniciativa de Redução de Desperdício de Papel em Escritórios,Sustentabilidade,Sustentabilidade,"Ambiental, Econômico",Em andamento,Local,Empresas
782,782,Além de Barreiras: Inclusão de Pessoas com Deficiência no Local de Trabalho,Social,Serviços Sociais,Social,Em andamento,Local,Funcionários e Empresas
783,783,UrbanFlow,TI,Tecnologia e Informação,Econômico,Em andamento,Local,População
784,784,Fadas Madrinhas para combate à violência contra a mulher,Social,Serviços Sociais,Social,Em planejamento,Local,"Consumidores, Empresas e Governo"
785,785,SmartLife Tech,Tecnologia,Tecnologia e Inovação,"Econômico, Ambiental",Em andamento,Local,"Consumidores, Empresas e Governo"
786,786,CulturaConecta,Cultura,Arte e Cultura,"Social, Cultural",Em planejamento,Local,Empresas
787,787,Vidas Virtuosas,Educação,Educação,"Social, Ético",Em andamento,Nacional,Funcionários
788,788,TechSoup: Acesso à Tecnologia para Organizações Sem Fins Lucrativos,Tecnologia,Tecnologia e Inovação,Social,Em planejamento,Local,Consumidores e Empresas
789,789,Bioengenharia de Tecidos com Impressão 3D,Bioengenharia,Engenharia,Científico,Em planejamento,Local,Funcionários e Empresas
790,790,IA em Modelagem de Ecossistemas Terrestres,Ecologia,Meio Ambiente,"Científico, Ambiental",Em planejamento,Nacional,Funcionários
791,791,Renewable Revolution: Implementação de Parques Eólicos Comunitários,Energia,Energia e Recursos,"Ambiental, Econômico",Em planejamento,Local,Consumidores e Empresas
792,792,Círculo da Vida,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Empresas
793,793,Mentoria e Aprendizado,Educação,Educação,Econômico,Em planejamento,Local,Funcionários e Empresas
794,794,Iniciativa de Redução do Uso de Plásticos Descartáveis em Restaurantes,Sustentabilidade,Sustentabilidade,Ambiental,Em planejamento,Nacional,Empresas
795,795,Belleza Bio (Beleza Biológica),Saúde,Saúde e Bem-estar,"Social, Ambiental",Em planejamento,Nacional,Empresas
796,796,Achieve,Educação,Educação,"Social, Científico",Em andamento,Nacional,Funcionários e Empresas
797,797,Xcel,Educação,Educação,"Social, Econômico",Em andamento,Local,Funcionários
798,798,Eco Équilibre (Equilíbrio Ecológico),Ambiental,Meio Ambiente,Ambiental,Em planejamento,Local,Consumidores
799,799,EcoEnergia,Energia,Energia e Recursos,"Ambiental, Econômico",Em andamento,Local,Funcionários
800,800,Fleur de Futur (Flor do Futuro),Ambiental,Meio Ambiente,"Ambiental, Social",Em andamento,Local,População
801,801,Cristal da Tecnologia,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,"Consumidores, Empresas e Governo"
802,802,Vela do Progresso,Inovação,Empreendedorismo e Inovação,"Econômico, Científico",Em andamento,Local,Funcionários e Empresas
803,803,Projeto Sustentável na Coca-Cola,Sustentabilidade,Sustentabilidade,"Ambiental, Econômico",Em andamento,Nacional,População
804,804,Novas Navegações,Educação,Educação,"Social, Científico",Em andamento,Nacional,População
805,805,Desenvolvimento de Competências,Educação,Educação,Econômico,Em andamento,Local,Empresas
806,806,Floresta Urbana,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Ambiental, Social",Em planejamento,Nacional,"Consumidores, Empresas e Governo"
807,807,Xenofilia e Xerofilia,Cultura,Arte e Cultura,"Cultural, Social",Em andamento,Nacional,Funcionários
808,808,Projeto de Valorização,Educação,Educação,Econômico,Em andamento,Local,Funcionários
809,809,Programa de Engajamento,Educação,Educação,Econômico,Em andamento,Nacional,Funcionários
810,810,Campanha de Conscientização sobre Desperdício de Energia em Escolas,Educação,Educação,"Social, Ambiental",Em andamento,Nacional,Funcionários
811,811,AirSail,TI,Tecnologia e Informação,Econômico,Em andamento,Local,Funcionários e Empresas
812,812,SABER (Soluções Ambientais Baseadas em Educação e Resiliência),Educação,Educação,"Ambiental, Social",Em planejamento,Nacional,Consumidores e Empresas
813,813,Desenvolvimento de Tecnologia para Monitoramento de Poluição Atmosférica,"Tecnologia, Meio Ambiente",Tecnologia e Inovação,Ambiental,Em andamento,Local,Consumidores
814,814,Estudos de Resistência de Patógenos a Antimicrobianos,Pesquisa Médica,Saúde e Pesquisa,Científico,Em andamento,Local,"Consumidores, Empresas e Governo"
815,815,Torre de Babel Tecnológica,TI,Tecnologia e Informação,"Econômico, Científico",Em planejamento,Local,Funcionários
816,816,Programa de Bem-Estar na McDonald's,Saúde,Saúde e Bem-estar,Social,Em planejamento,Nacional,População
817,817,Quem Lidera a Mudança?,Desenvolvimento de Liderança,Educação,"Social, Econômico",Em planejamento,Local,População
818,818,Youth Empowerment Program: Desenvolvimento de Liderança para Jovens em Risco,Desenvolvimento Juvenil,Educação,Social,Em planejamento,Nacional,População
819,819,Edição Genômica com CRISPR,Genética,Ciência e Pesquisa,Científico,Em planejamento,Nacional,"Consumidores, Empresas e Governo"
820,820,Projeto Inclusão na Ambev,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo"
821,821,Robôs Amigáveis,Tecnologia,Tecnologia e Inovação,"Social, Científico",Em andamento,Local,Funcionários
822,822,Inovação Aberta,Inovação Tecnológica,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,Funcionários
823,823,Onda do Sucesso,Negócios,Desenvolvimento Econômico e Empresarial,"Econômico, Social",Em planejamento,Nacional,Funcionários e Empresas
824,824,EcoMotion,Sustentabilidade,Sustentabilidade,Ambiental,Em planejamento,Nacional,Funcionários e Empresas
825,825,Luzes da Liderança,Desenvolvimento de Carreira,Educação,"Social, Econômico",Em planejamento,Nacional,População
826,826,Flourish,Desenvolvimento Comunitário,Desenvolvimento Comunitário,"Social, Econômico",Em planejamento,Local,Funcionários
827,827,TranscendX,TI,Tecnologia e Informação,Econômico,Em andamento,Local,Consumidores e Empresas
828,828,Proyecto de Salud Ocupacional,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Funcionários
829,829,Física de Altas Energias,Física,Ciência e Pesquisa,Científico,Em andamento,Nacional,Empresas
830,830,InspiraInclusão,Educação,Educação,Social,Em andamento,Local,"Consumidores, Empresas e Governo"
831,831,GreenPath,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Local,Consumidores e Empresas
832,832,HealthTech Futures,"Tecnologia, Saúde",Tecnologia e Inovação,"Científico, Econômico",Em planejamento,Local,Funcionários
833,833,CRISPR-Cas12 para Detecção de Patógenos,Biotecnologia,Engenharia,Científico,Em andamento,Nacional,Consumidores e Empresas
834,834,Projeto Vitalidade,Saúde,Saúde e Bem-estar,Social,Em andamento,Nacional,Consumidores e Empresas
835,835,Programa de Estudos de Matéria Escura,Astrofísica,Ciência e Pesquisa,Científico,Em andamento,Local,Consumidores
836,836,SmartPorts,"Transporte Marítimo, Tecnologia",Transporte e Logística,"Ambiental, Econômico",Em andamento,Nacional,Consumidores
837,837,Como É o Mundo Que Queremos?,Filosofia,Educação,Social,Em andamento,Local,Funcionários
838,838,Programa de Inclusão na Tesla,Social,Serviços Sociais,Social,Em andamento,Nacional,Consumidores e Empresas
839,839,Reciclagem Eficiente,Reciclagem,Meio Ambiente,"Ambiental, Econômico",Em planejamento,Nacional,População
840,840,Iniciativa de Desenvolvimento na Adobe,Educação,Educação,Econômico,Em planejamento,Local,"Consumidores, Empresas e Governo"
841,841,Clean Energy for All: Acesso à Energia Solar,Energia,Energia e Recursos,"Ambiental, Social",Em andamento,Local,Funcionários
842,842,Parceria com Universidades para Pesquisa em Sustentabilidade,"Educação, Sustentabilidade",Educação,"Ambiental, Científico",Em planejamento,Nacional,Consumidores
843,843,FutureFlight,TI,Tecnologia e Informação,Econômico,Em andamento,Local,Funcionários
844,844,Ações de Promoção da Saúde Mental em Instituições de Ensino,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Funcionários e Empresas
845,845,Iniciativa Igualdade na Vale,Social,Serviços Sociais,Social,Em andamento,Nacional,Empresas
846,846,BeyondBrd: Além das Fronteiras,Desenvolvimento Internacional,Desenvolvimento Internacional,Social,Em andamento,Nacional,Consumidores
847,847,Iniciativa de Saúde Integral,Saúde,Saúde e Bem-estar,Social,Em planejamento,Nacional,Funcionários e Empresas
848,848,SmartVehicle Charging,TI,Tecnologia e Informação,Econômico,Em andamento,Local,População
849,849,Iniciativa de Desenvolvimento na Toyota,Educação,Educação,Econômico,Em andamento,Local,Empresas
850,850,Parceria com Escolas para Criação de Hortas Escolares Orgânicas,"Educação, Agricultura",Educação,"Ambiental, Social",Em planejamento,Local,Funcionários
851,851,Movimento Mais,Saúde,Saúde e Bem-estar,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo"
852,852,Justiça Jovem,Social,Serviços Sociais,Social,Em planejamento,Local,"Consumidores, Empresas e Governo"
853,853,Programa Empoderamento na Eletrobras,Social,Serviços Sociais,Econômico,Em planejamento,Local,População
854,854,InovaçãoCidadã,Inovação Social,Empreendedorismo e Inovação,"Social, Econômico",Em andamento,Local,População
855,855,Rastreamento de Emissões de Carbono na Cadeia de Suprimentos,Sustentabilidade,Sustentabilidade,"Ambiental, Econômico",Em andamento,Local,Consumidores
856,856,Onde Vamos Chegar?,Educação,Educação,Social,Em andamento,Local,Consumidores
857,857,Muralha da Inovação,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,Funcionários
858,858,Innovate for Impact: Soluções Tecnológicas para Desafios Sociais,Tecnologia,Tecnologia e Inovação,"Social, Científico",Em andamento,Local,Funcionários e Empresas
859,859,ÍconeInovador,TI,Tecnologia e Informação,"Econômico, Científico",Em andamento,Local,Empresas
860,860,Programa de Desenvolvimento de Habilidades Socioemocionais,Educação,Educação,Social,Em planejamento,Local,Consumidores e Empresas
861,861,Campanha de Sensibilização para a Redução do Uso de Agrotóxicos em Áreas Rurais,Agricultura,Agricultura e Alimentação,"Ambiental, Social",Em planejamento,Local,Funcionários e Empresas
862,862,Labirinto de Liderança,Desenvolvimento de Liderança,Educação,"Social, Econômico",Em planejamento,Local,Consumidores e Empresas
863,863,Água Limpa,Saneamento,Saúde e Infraestrutura,"Ambiental, Social",Em andamento,Local,População
864,864,Jano de Justiça,Jurídico,Direito e Governança,"Social, Legal",Em andamento,Local,Consumidores
865,865,Yoga da Yalda,Bem-estar,Saúde e Bem-estar,Social,Em andamento,Local,Funcionários
866,866,SkySprint,Aviação,Transporte e Logística,Econômico,Em andamento,Local,Funcionários
867,867,EmpowHer: Capacitação Feminina,Desenvolvimento Profissional,Educação,Social,Em andamento,Local,Consumidores
868,868,AirScape,TI,Tecnologia e Informação,Econômico,Em andamento,Nacional,Consumidores e Empresas
869,869,EcoDrive,Transporte,Transporte e Logística,"Ambiental, Econômico",Em andamento,Local,Funcionários e Empresas
870,870,TranscendenceTech,Tecnologia,Tecnologia e Inovação,"Científico, Econômico",Em andamento,Local,Funcionários
871,871,Programa de Engajamento de Funcionários,Recursos Humanos,Gestão e Recursos Humanos,Social,Em planejamento,Local,Funcionários
872,872,SmartMaritime,"Transporte Marítimo, Tecnologia",Transporte e Logística,"Ambiental, Econômico",Em planejamento,Nacional,"Consumidores, Empresas e Governo"
873,873,Projeto de Arquitetura de Computadores Quânticos,Tecnologia da Informação,Tecnologia e Informação,Científico,Em andamento,Local,Funcionários e Empresas
874,874,Grasp,Educação,Educação,"Social, Científico",Em andamento,Local,Consumidores e Empresas
875,875,Carrossel do Aprendizado,Educação,Educação,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo"
876,876,Iniciativa Diversidade na Cosan,Social,Serviços Sociais,Social,Em planejamento,Local,"Consumidores, Empresas e Governo"
877,877,Programa Impulsiona Pequenos Negócios,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Local,População
878,878,Inteligência Artificial Biomédica,Inteligência Artificial na Medicina,Tecnologia e Saúde,Científico,Em planejamento,Nacional,Funcionários
879,879,Neurociência Computacional,Científico,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários e Empresas
880,880,Programa de Bem-Estar na Microsoft,Saúde,Saúde e Bem-estar,Social,Em planejamento,Nacional,População
881,881,Sonhos Sólidos,Educação,Educação,"Social, Econômico",Em andamento,Local,Consumidores e Empresas
882,882,Projeto Verde: Iniciativa de Reflorestamento Urbano,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Local,Consumidores
883,883,Estrela Guia,Educação,Educação,Social,Em planejamento,Local,População
884,884,Xícara de Xeque,Estratégia,Estratégia e Gestão,Econômico,Em planejamento,Local,Empresas
885,885,Projeto de Implantação de Sistemas de Tratamento de Esgoto em Comunidades Rurais,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Local,Consumidores e Empresas
886,886,Jardim do Conhecimento,Educação,Educação,"Social, Científico",Em planejamento,Local,Funcionários e Empresas
887,887,LíderesInnovadores,Educação,Educação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo"
888,888,RenewTech,Tecnologia de Energia Renovável,Energia e Recursos,"Ambiental, Econômico",Em planejamento,Local,Funcionários
889,889,Kindle,Educação,Educação,"Social, Científico",Em andamento,Nacional,Funcionários
890,890,EcoDrive Dynamics,Transporte Sustentável,Sustentabilidade,"Ambiental, Econômico",Em andamento,Local,Funcionários
891,891,Flauta do Futuro,Cultural,Arte e Cultura,Cultural,Em andamento,Local,População
892,892,SpeedSmart,Tecnologia em Transporte,Transporte e Tecnologia,Econômico,Em planejamento,Local,Funcionários
893,893,Beyond Borders: Iniciativa de Integração de Refugiados,Social,Serviços Sociais,Social,Em planejamento,Local,Consumidores e Empresas
894,894,Dream Big,Educação,Educação,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo"
895,895,Projeto de Reconhecimento e Recompensas,Recursos Humanos,Gestão e Recursos Humanos,Social,Em planejamento,Local,Funcionários
896,896,VenceVida,Saúde,Saúde e Bem-estar,"Social, Científico",Em planejamento,Local,Consumidores e Empresas
897,897,Aquiles Arte,Cultura,Arte e Cultura,"Cultural, Social",Em andamento,Local,Consumidores
898,898,Foster,Desenvolvimento Comunitário,Desenvolvimento Comunitário,"Social, Econômico",Em planejamento,Local,Funcionários
899,899,Estudos de Work-Life Balance,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Empresas
900,900,O Que Podemos Construir Juntos?,Comunidade,Desenvolvimento Comunitário,Social,Em planejamento,Nacional,População
901,901,Projeto Conexão Global,Educação,Educação,Econômico,Em andamento,Nacional,"Consumidores, Empresas e Governo"
902,902,PromoveAlimentação,Saúde,Saúde e Bem-estar,"Social, Ambiental",Em planejamento,Local,"Consumidores, Empresas e Governo"
903,903,Green Growth Accelerator: Incubadora de Negócios Sustentáveis,Negócios,Desenvolvimento Econômico e Empresarial,"Ambiental, Econômico",Em andamento,Local,Funcionários e Empresas
904,904,FuturoEducação,Educação,Educação,Social,Em andamento,Nacional,Empresas
905,905,Midas Moderno,Econômico,Economia e Finanças,Econômico,Em planejamento,Local,Consumidores
906,906,Sensibilização sobre D&I aos colaboradores,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Local,"Consumidores, Empresas e Governo"
907,907,Diversidade Impulsiona Inovação: Treinamento de Inclusão Corporativa,Educação,Educação,Social,Em planejamento,Local,Funcionários
908,908,Felicidade Interna Bruta aplicada ao negócio,Saúde,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários
909,909,Iniciativa Empreendedorismo Jovem,Empreendedorismo Juvenil,Educação,"Econômico, Social",Em andamento,Local,"Consumidores, Empresas e Governo"
910,910,Apoio à Economia Circular em Pequenas Empresas,Negócios,Desenvolvimento Econômico e Empresarial,"Ambiental, Econômico",Em andamento,Local,Consumidores
911,911,Iniciativa Diversidade na Oi,Social,Serviços Sociais,Social,Em andamento,Nacional,Funcionários e Empresas
912,912,Cultura Cosmopolita,Cultura,Arte e Cultura,"Cultural, Social",Em andamento,Nacional,Funcionários
913,913,Programa Prosperidade,Desenvolvimento Econômico,Desenvolvimento Econômico e Empresarial,"Econômico, Social",Em planejamento,Nacional,Funcionários e Empresas
914,914,Programa de Capacitação em Empreendedorismo para Jovens em Comunidades Rurais,Educação,Educação,"Social, Econômico",Em andamento,Local,Empresas
915,915,Inovação em Capacitação,Educação,Educação,Econômico,Em andamento,Nacional,Funcionários
916,916,CRISPR-Cas9 em Engenharia de Plantas,Biotecnologia,Engenharia,Científico,Em andamento,Nacional,Empresas
917,917,Campanha de Conscientização sobre Consumo Responsável,Sustentabilidade,Sustentabilidade,"Social, Ambiental",Em andamento,Local,População
918,918,Invictus Inclusão,Social,Serviços Sociais,Social,Em planejamento,Local,Empresas
919,919,FortificaFuturos,Educação,Educação,"Social, Científico",Em planejamento,Local,Funcionários
920,920,DataWave,Análise de Dados,Tecnologia e Dados,"Econômico, Científico",Em andamento,Nacional,Funcionários
921,921,Projeto de Inovação na Nestlé,Tecnologia,Tecnologia e Inovação,"Científico, Econômico",Em planejamento,Local,População
922,922,Joy Jump,Social,Serviços Sociais,Social,Em planejamento,Local,Consumidores e Empresas
923,923,União Uplift,Desenvolvimento Pessoal,Educação,Social,Em planejamento,Local,Funcionários
924,924,Ar Limpo,Meio Ambiente,Meio Ambiente,Ambiental,Em planejamento,Local,Empresas
925,925,Desenvolvimento de Tecnologia para Monitoramento de Incêndios Florestais,"Tecnologia, Meio Ambiente",Tecnologia e Inovação,"Ambiental, Científico",Em planejamento,Local,População
926,926,Éclat Éducatif (Brilho Educativo),Educação,Educação,"Social, Científico",Em andamento,Local,População
927,927,Reforma que Transforma,Desenvolvimento Urbano,Desenvolvimento Urbano e Infraestrutura,"Social, Ambiental",Em planejamento,Local,Funcionários e Empresas
928,928,Onde Estão os Desafios?,Educação,Educação,Social,Em andamento,Local,Consumidores e Empresas
929,929,DesenvolveDireitos,Direito,Direito e Governança,Social,Em planejamento,Nacional,Empresas
930,930,Iniciativa de Química Computacional,Científico,Ciência e Pesquisa,Científico,Em andamento,Nacional,População
931,931,Jornada da Justiça,Direito,Direito e Governança,Social,Em andamento,Local,Empresas
932,932,Cuidado Infantil,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Empresas
